Date,High,Low,Open,Close,Volume,Adj Close
2019-10-01,93.66999816894531,92.47000122070312,93.26000213623047,92.55000305175781,17022800.0,86.96806335449219
2019-10-02,92.66999816894531,91.58000183105469,92.58999633789062,92.19000244140625,6776900.0,86.62976837158203
2019-10-03,93.2699966430664,91.94999694824219,92.0999984741211,93.08999633789062,10349200.0,87.47549438476562
2019-10-04,93.63999938964844,93.12999725341797,93.2699966430664,93.58999633789062,9072100.0,87.94532775878906
2019-10-07,93.86000061035156,93.04000091552734,93.13999938964844,93.33000183105469,7241000.0,87.70103454589844
2019-10-08,93.62999725341797,92.48999786376953,93.27999877929688,92.8499984741211,5088300.0,87.24996185302734
2019-10-09,93.55000305175781,92.94999694824219,93.2699966430664,93.1500015258789,4839200.0,87.5318832397461
2019-10-10,93.52999877929688,92.76000213623047,93.05999755859375,93.33000183105469,4742600.0,87.70103454589844
2019-10-11,94.02999877929688,93.20999908447266,93.5199966430664,93.26000213623047,6580100.0,87.63524627685547
2019-10-14,93.80000305175781,92.9800033569336,93.58000183105469,93.27999877929688,6357500.0,87.6540298461914
2019-10-15,93.5199966430664,92.77999877929688,93.36000061035156,93.33000183105469,5582700.0,87.70103454589844
2019-10-16,93.4000015258789,92.76000213623047,93.2699966430664,93.4000015258789,5247400.0,87.76679229736328
2019-10-17,94.06999969482422,93.43000030517578,93.5199966430664,93.91999816894531,5892100.0,88.25543975830078
2019-10-18,94.80000305175781,93.80999755859375,93.8499984741211,94.66999816894531,7523000.0,88.960205078125
2019-10-21,95.37000274658203,94.5199966430664,94.56999969482422,95.36000061035156,7276400.0,89.60858154296875
2019-10-22,96.0,94.8499984741211,95.55000305175781,95.05000305175781,5972500.0,89.3172836303711
2019-10-23,95.22000122070312,94.38999938964844,95.22000122070312,95.18000030517578,5086800.0,89.43944549560547
2019-10-24,95.38999938964844,94.69999694824219,95.38999938964844,95.05999755859375,4463000.0,89.32667541503906
2019-10-25,94.8499984741211,93.91000366210938,94.70999908447266,94.08999633789062,5311400.0,88.4151840209961
2019-10-28,94.0999984741211,93.4000015258789,94.01000213623047,93.58000183105469,5431200.0,87.93595123291016
2019-10-29,94.31999969482422,93.47000122070312,93.69999694824219,93.9000015258789,6162700.0,88.23664093017578
2019-10-30,94.41999816894531,93.41999816894531,93.95999908447266,94.41999816894531,7246400.0,88.72527313232422
2019-10-31,94.70999908447266,93.91999816894531,94.6500015258789,94.26000213623047,6379600.0,88.57492065429688
2019-11-01,94.7300033569336,93.4000015258789,94.37000274658203,94.19000244140625,11331100.0,88.5091552734375
2019-11-04,94.18000030517578,93.30999755859375,94.05000305175781,93.45999908447266,7240400.0,87.82316589355469
2019-11-05,93.45999908447266,91.5999984741211,93.1500015258789,91.94000244140625,14543400.0,86.39485168457031
2019-11-06,92.58999633789062,91.97000122070312,92.12999725341797,92.20999908447266,6769600.0,86.64857482910156
2019-11-07,92.05999755859375,91.0199966430664,91.80000305175781,91.33000183105469,8692900.0,85.82164001464844
2019-11-08,91.70999908447266,90.94999694824219,91.19000244140625,91.16000366210938,5920100.0,85.66190338134766
2019-11-11,91.62000274658203,91.0999984741211,91.0999984741211,91.37000274658203,3298700.0,85.85924530029297
2019-11-12,91.93000030517578,90.63999938964844,91.38999938964844,90.7300033569336,6295100.0,85.25785064697266
2019-11-13,91.68000030517578,90.80000305175781,90.83999633789062,91.47000122070312,6741300.0,85.95320129394531
2019-11-14,92.19999694824219,91.52999877929688,91.7300033569336,92.19999694824219,5271700.0,86.63916778564453
2019-11-15,92.70999908447266,92.08000183105469,92.27999877929688,92.69000244140625,5697300.0,87.09962463378906
2019-11-18,93.58000183105469,92.70999908447266,92.7699966430664,93.16999816894531,5377200.0,87.55066680908203
2019-11-19,93.58000183105469,93.08999633789062,93.38999938964844,93.29000091552734,4933100.0,87.6634292602539
2019-11-20,93.5999984741211,92.88999938964844,93.33000183105469,93.2699966430664,5018400.0,87.64464569091797
2019-11-21,93.13999938964844,91.98999786376953,93.02999877929688,91.98999786376953,9731600.0,86.44184112548828
2019-11-22,92.26000213623047,91.22000122070312,92.25,91.69000244140625,6315000.0,86.1599349975586
2019-11-25,92.51000213623047,91.8499984741211,91.88999938964844,92.05000305175781,6197100.0,86.49822998046875
2019-11-26,93.29000091552734,92.13999938964844,92.19999694824219,93.16000366210938,8501900.0,87.54127502441406
2019-11-27,93.69000244140625,92.94999694824219,93.22000122070312,93.45999908447266,6540100.0,87.82316589355469
2019-11-29,93.97000122070312,93.16999816894531,93.55000305175781,93.19999694824219,5384600.0,87.578857421875
2019-12-02,93.16999816894531,91.80000305175781,93.0999984741211,91.81999969482422,15918300.0,86.2820816040039
2019-12-03,92.51000213623047,91.69000244140625,91.75,92.37999725341797,8011800.0,86.80830383300781
2019-12-04,93.08000183105469,92.0999984741211,92.19000244140625,92.73999786376953,8346600.0,87.1466064453125
2019-12-05,92.86000061035156,92.29000091552734,92.55999755859375,92.81999969482422,8042000.0,87.22178649902344
2019-12-06,93.45999908447266,92.7300033569336,92.75,92.9800033569336,5488500.0,87.37213134765625
2019-12-09,93.33999633789062,92.73999786376953,93.08000183105469,93.16999816894531,4989200.0,87.55066680908203
2019-12-10,93.4000015258789,92.41999816894531,93.2699966430664,92.61000061035156,7777400.0,87.0244369506836
2019-12-11,92.7300033569336,91.43000030517578,92.58000183105469,91.70999908447266,10772300.0,86.17872619628906
2019-12-12,92.05000305175781,90.37000274658203,91.75,90.51000213623047,12401600.0,85.05109405517578
2019-12-13,90.9800033569336,89.91999816894531,90.66000366210938,90.5999984741211,8585500.0,85.13566589355469
2019-12-16,90.55999755859375,89.38999938964844,89.91999816894531,90.29000091552734,9229100.0,85.6822738647461
2019-12-17,90.68000030517578,89.44999694824219,90.55000305175781,89.5199966430664,5680000.0,84.95156860351562
2019-12-18,90.83000183105469,89.58999633789062,89.58999633789062,90.68000030517578,7373300.0,86.0523681640625
2019-12-19,91.47000122070312,90.47000122070312,90.55999755859375,91.43000030517578,5837700.0,86.76410675048828
2019-12-20,92.33000183105469,91.54000091552734,91.70999908447266,92.0,11474600.0,87.30501556396484
2019-12-23,92.41999816894531,91.43000030517578,92.31999969482422,91.4800033569336,5863100.0,86.81155395507812
2019-12-24,91.91000366210938,91.41000366210938,91.77999877929688,91.7300033569336,2597600.0,87.04879760742188
2019-12-26,92.22000122070312,91.69999694824219,91.83999633789062,92.22000122070312,3042600.0,87.51378631591797
2019-12-27,92.62999725341797,92.16000366210938,92.30000305175781,92.47000122070312,4802800.0,87.75103759765625
2019-12-30,92.73999786376953,92.02999877929688,92.20999908447266,92.54000091552734,6634400.0,87.81746673583984
2019-12-31,93.18000030517578,92.2699966430664,92.47000122070312,93.08000183105469,6703000.0,88.32990264892578
2020-01-02,93.54000091552734,91.5999984741211,93.44000244140625,92.05000305175781,10936800.0,87.35247039794922
2020-01-03,92.94000244140625,91.55000305175781,91.80000305175781,92.70999908447266,7953900.0,87.9787826538086
2020-01-06,93.12999725341797,92.33999633789062,92.56999969482422,92.79000091552734,6055400.0,88.05470275878906
2020-01-07,92.58000183105469,91.38999938964844,92.58000183105469,91.8499984741211,7390800.0,87.16267395019531
2020-01-08,92.33000183105469,91.62000274658203,91.91000366210938,92.06999969482422,6224600.0,87.37144470214844
2020-01-09,92.4000015258789,91.87000274658203,92.08999633789062,92.12000274658203,5057800.0,87.41889953613281
2020-01-10,92.97000122070312,92.0999984741211,92.30000305175781,92.91999816894531,7226800.0,88.17805480957031
2020-01-13,93.93000030517578,92.95999908447266,93.12000274658203,93.91000366210938,8778300.0,89.11753845214844
2020-01-14,93.91999816894531,93.08999633789062,93.91999816894531,93.55000305175781,4770600.0,88.77593231201172
2020-01-15,94.61000061035156,93.80000305175781,93.83000183105469,94.37999725341797,8431700.0,89.56355285644531
2020-01-16,95.12000274658203,94.38999938964844,94.56999969482422,95.08000183105469,5844200.0,90.22783660888672
2020-01-17,95.52999877929688,95.0,95.0,95.19000244140625,5833300.0,90.33222961425781
2020-01-21,96.18000030517578,95.0999984741211,95.33000183105469,96.16000366210938,7160700.0,91.25273132324219
