Date,Open,High,Low,Close,Volume
2019-10-24,70.395,53.184,72.393,48.87,741625
2019-10-25,87.616,53.643,71.184,48.684,668238
2019-10-28,77.886,45.874,64.985,42.0,608717
2019-10-29,62.485,39.262,60.977,45.722,355910
2019-10-30,72.777,44.239,57.308,51.976,880618
2019-10-31,77.268,56.09,74.016,55.305,882191
2019-11-01,79.966,56.029,77.516,55.486,1005597
2019-11-04,85.405,53.482,69.395,54.513,487290
2019-11-05,72.607,40.596,60.098,37.764,1693163
2019-11-06,65.575,44.19,61.31,45.284,757363
2019-11-07,67.691,39.487,49.235,30.667,2308445
2019-11-08,53.501,29.467,42.59,26.558,1470009
2019-11-11,53.716,22.163,34.448,17.525,874745
2019-11-12,49.555,25.717,40.319,20.854,754713
2019-11-13,53.309,26.059,50.68,26.799,1181784
2019-11-14,51.187,28.674,45.542,33.844,500142
2019-11-15,48.21,27.41,51.161,23.922,1355867
2019-11-18,59.658,26.68,52.792,32.927,664107
2019-11-19,51.502,31.993,52.1,35.839,447064
2019-11-20,59.622,29.772,49.876,33.593,886707
2019-11-21,53.165,33.111,45.82,28.059,414663
2019-11-22,56.653,31.441,47.593,20.075,255164
2019-11-25,50.521,25.753,40.54,23.525,804187
2019-11-26,41.585,20.841,34.433,24.482,418167
2019-11-27,49.568,21.163,39.96,18.429,311323
2019-11-29,42.642,24.542,43.316,28.618,396207
2019-12-02,47.894,29.14,47.06,27.722,1061026
2019-12-03,56.401,35.53,56.487,32.843,1091677
2019-12-04,61.526,28.475,52.998,31.131,754256
2019-12-05,57.319,34.789,51.583,33.184,676358
2019-12-06,53.502,25.544,48.866,29.165,1188281
2019-12-09,50.099,25.413,45.114,21.779,100000
2019-12-10,58.117,28.611,44.523,25.739,200404
2019-12-11,57.064,29.825,50.839,37.338,656800
2019-12-12,65.753,33.384,52.547,31.206,1181327
2019-12-13,55.577,38.374,44.527,38.749,840843
2019-12-16,65.212,35.689,55.775,37.637,463988
2019-12-17,54.45,37.581,49.654,36.025,404542
2019-12-18,61.525,33.276,51.613,36.469,227608
2019-12-19,61.84,31.024,56.622,33.497,539309
2019-12-20,66.07,35.242,50.338,36.028,443067
2019-12-23,57.592,40.969,57.907,42.189,504128
2019-12-24,69.286,47.871,68.695,47.983,528173
2019-12-26,79.301,57.837,79.097,55.788,1080590
2019-12-27,79.156,52.598,74.773,53.053,492699
2019-12-30,85.531,59.573,76.292,60.301,471496
2019-12-31,90.966,63.151,81.491,64.536,610717
2020-01-02,87.309,64.441,88.147,62.949,996587
2020-01-03,105.84,79.915,100.636,81.984,1745825
2020-01-06,125.977,98.416,106.095,92.903,2158676
2020-01-07,112.994,97.196,113.416,99.453,1146052
2020-01-08,125.642,93.09,107.093,82.314,3480223
2020-01-09,107.279,79.843,96.72,81.786,1471092
2020-01-10,111.551,87.82,106.004,83.034,740013
2020-01-13,111.501,78.911,101.827,75.66,967343
2020-01-14,103.26,74.877,100.906,83.304,778885
2020-01-15,107.298,80.378,100.079,84.66,775479
2020-01-16,103.262,83.813,97.42,85.688,746187
2020-01-17,112.419,90.911,100.632,88.527,1605276
2020-01-21,107.83,90.175,97.349,88.284,687619
2020-01-22,111.92,87.944,108.678,88.963,480014
2020-01-23,112.318,89.996,103.233,92.271,1107687
2020-01-24,115.607,97.378,110.515,93.168,1364289
2020-01-27,131.41,104.767,116.785,105.439,1367556
2020-01-28,121.642,92.589,116.276,92.282,985058
2020-01-29,119.958,97.979,113.635,94.944,498187
2020-01-30,125.35,101.678,114.585,96.758,1275821
2020-01-31,126.746,101.159,124.284,105.289,2199336
2020-02-03,122.973,94.52,116.147,96.353,1260179
2020-02-04,114.951,84.219,105.67,79.168,1491011
2020-02-05,112.414,89.889,100.677,83.268,725218
2020-02-06,119.077,88.082,109.705,87.082,491822
2020-02-07,121.494,91.992,110.834,94.198,741305
2020-02-10,120.313,98.401,116.327,99.304,620378
2020-02-11,118.199,98.974,106.288,91.36,563925
2020-02-12,114.657,90.232,107.989,93.314,563109
2020-02-13,123.72,101.303,112.91,101.194,840730
2020-02-14,125.086,97.432,117.862,96.467,550237
2020-02-18,135.957,110.194,123.299,117.235,1652921
2020-02-19,140.582,115.55,138.957,123.02,1233412
2020-02-20,146.953,128.488,142.5,122.292,1105643
2020-02-21,166.374,145.35,156.163,138.84,2495324
2020-02-24,188.842,167.082,169.859,150.42,4327152
2020-02-25,167.839,144.103,153.695,128.275,4539064
2020-02-26,159.555,146.469,148.599,135.257,2795677
2020-02-27,168.757,150.875,156.669,130.66,4498219
2020-02-28,152.719,122.017,113.562,101.584,7068242
2020-03-02,131.812,109.382,121.18,100.706,2433182
2020-03-03,141.836,145.704,140.192,138.306,4579365
2020-03-04,167.173,142.399,151.001,132.928,1765136
2020-03-05,170.152,156.748,168.205,161.409,2714288
2020-03-06,194.43,172.995,161.99,155.226,4329031
2020-03-09,195.86,169.007,172.077,166.029,3923116
2020-03-10,171.639,150.145,160.613,136.327,2954301
2020-03-11,173.551,155.024,159.21,138.417,2846336
2020-03-12,138.716,121.528,111.022,92.577,5359746
2020-03-13,130.172,102.019,75.283,59.065,5761597
2020-03-16,53.481,55.812,35.613,49.439,3917818
2020-03-17,63.307,77.878,63.45,67.244,3912842
2020-03-18,81.707,58.434,50.91,43.626,3437997
2020-03-19,59.467,46.712,43.027,25.083,3225108
2020-03-20,70.895,45.918,55.757,39.826,3171816
2020-03-23,83.682,88.803,73.328,82.922,4516682
2020-03-24,161.247,143.475,141.464,130.568,3277038
2020-03-25,147.564,126.93,139.965,121.705,2535351
2020-03-26,154.434,137.439,147.37,132.592,1849784
2020-03-27,150.69,128.62,140.552,122.285,1390721
2020-03-30,146.585,128.045,137.426,128.522,1724328
2020-03-31,144.391,114.237,118.609,92.322,1981142
2020-04-01,123.98,109.07,111.248,101.947,1652282
2020-04-02,140.584,118.724,138.028,119.377,1264049
2020-04-03,151.737,131.274,143.645,122.027,1121231
2020-04-06,162.059,152.409,156.149,151.289,2164931
2020-04-07,172.335,148.538,156.653,149.675,1236330
2020-04-08,176.374,145.679,159.841,138.924,934762
2020-04-09,192.017,170.868,182.687,165.142,2780462
2020-04-13,197.326,194.538,184.864,186.886,3160801
2020-04-14,221.302,206.642,214.294,198.186,2598401
2020-04-15,215.044,191.382,205.195,187.331,1733776
2020-04-16,216.832,197.896,203.644,187.869,1227288
2020-04-17,199.878,173.105,188.224,167.695,2184375
2020-04-20,191.372,176.417,187.556,176.822,1509156
2020-04-21,180.112,173.586,177.222,170.007,1805300
2020-04-22,202.48,190.458,196.828,186.275,1913421
2020-04-23,219.089,201.042,207.195,199.932,2276817
2020-04-24,223.147,193.453,209.273,196.94,1578909
2020-04-27,216.379,190.824,206.371,185.298,1190120
2020-04-28,204.193,179.682,190.961,184.576,1444735
2020-04-29,205.572,191.27,192.806,185.595,1764452
2020-04-30,201.851,180.57,189.77,164.479,2031765
2020-05-01,192.39,180.908,185.375,173.234,1507953
2020-05-04,198.274,185.297,200.725,182.41,1024775
2020-05-05,203.973,181.982,192.21,184.351,1427948
2020-05-06,189.682,168.764,186.535,165.422,2000904
2020-05-07,197.439,184.881,194.591,181.903,1991008
2020-05-08,205.641,183.487,198.111,180.902,1731057
2020-05-11,205.297,175.843,189.616,173.212,1626035
2020-05-12,202.468,183.286,196.518,178.073,1458000
2020-05-13,211.714,188.497,205.492,191.722,1584899
2020-05-14,212.414,199.691,212.524,198.328,2598484
2020-05-15,228.099,208.876,216.231,203.515,2014610
2020-05-18,232.852,201.84,213.987,193.817,2111804
2020-05-19,227.946,205.58,219.085,201.9,1095402
2020-05-20,235.591,209.985,223.043,206.601,1492960
2020-05-21,227.832,193.504,209.331,190.065,1727894
2020-05-22,217.545,197.456,216.737,195.507,1112587
2020-05-26,215.482,188.291,200.412,186.591,2060536
2020-05-27,193.121,184.491,189.147,180.83,1931193
2020-05-28,220.218,189.141,201.179,188.881,1337788
2020-05-29,222.977,197.507,218.25,197.025,1801185
2020-06-01,222.335,196.802,213.447,201.869,1036606
2020-06-02,230.347,202.534,207.916,189.435,1416742
2020-06-03,198.806,180.477,191.654,172.104,2631307
2020-06-04,209.869,185.629,200.936,184.988,1355351
2020-06-05,193.849,163.036,174.418,164.965,2459311
2020-06-08,194.695,172.326,190.099,170.945,1273315
2020-06-09,207.321,184.032,201.733,186.318,1235117
2020-06-10,213.765,198.717,201.955,196.602,1946622
2020-06-11,221.94,199.967,209.714,188.027,1687150
2020-06-12,226.114,197.825,217.354,193.506,795081
2020-06-15,201.651,187.373,196.941,194.061,1152589
2020-06-16,208.898,193.524,208.673,194.328,1016214
2020-06-17,209.823,191.924,208.379,196.319,480347
2020-06-18,218.812,186.376,206.293,190.929,538844
2020-06-19,219.544,203.879,219.423,199.686,1758372
2020-06-22,240.067,208.352,232.503,210.055,1758430
2020-06-23,243.003,221.709,240.67,216.991,1788973
2020-06-24,240.092,220.129,234.698,221.012,1524119
2020-06-25,245.199,213.916,230.631,211.51,861672
2020-06-26,231.839,219.512,224.641,224.296,1370291
2020-06-29,244.605,223.498,238.001,224.282,807908
2020-06-30,248.13,225.975,240.429,229.902,1853803
2020-07-01,251.367,221.774,239.703,226.035,1982790
2020-07-02,247.702,226.249,235.765,221.438,1126340
2020-07-06,249.812,232.266,251.893,227.03,946153
2020-07-07,255.616,231.201,251.801,234.506,1696782
2020-07-08,269.316,249.914,264.863,249.591,1716703
2020-07-09,271.099,246.666,256.445,242.451,1922599
2020-07-10,272.881,238.372,261.111,242.47,1073790
2020-07-13,274.291,245.21,259.019,240.557,1537616
2020-07-14,264.006,241.679,263.186,245.793,1394227
2020-07-15,270.627,245.428,264.166,249.352,921877
2020-07-16,268.988,245.056,259.785,235.404,1439793
2020-07-17,271.787,239.415,265.558,247.898,1416458
2020-07-20,277.38,250.803,268.299,246.203,1408332
2020-07-21,281.905,264.295,280.68,268.67,1835997
2020-07-22,299.037,282.743,297.308,278.368,2851416
2020-07-23,309.387,296.089,302.512,296.853,3614228
2020-07-24,330.709,301.086,318.657,305.004,2389648
2020-07-27,352.84,330.153,344.491,325.11,3348834
2020-07-28,345.639,336.3,348.379,333.499,3286404
2020-07-29,359.965,346.058,355.579,343.289,4060134
2020-07-30,360.269,336.376,346.646,342.2,2808613
2020-07-31,363.977,349.505,360.797,353.062,2375654
2020-08-03,365.692,352.086,367.555,351.578,1862437
2020-08-04,370.142,372.642,368.363,373.422,3222712
2020-08-05,411.305,400.089,410.1,386.025,4407490
2020-08-06,434.057,406.305,425.815,402.011,3259283
2020-08-07,425.854,396.916,397.002,385.573,3877853
2020-08-10,415.903,392.538,397.443,384.22,2998168
2020-08-11,362.028,340.363,333.752,311.409,7553237
2020-08-12,349.642,334.22,326.308,307.573,4607780
2020-08-13,343.025,341.497,344.586,337.035,2895752
2020-08-14,363.948,338.564,345.283,327.361,1700628
2020-08-17,371.657,355.367,369.598,356.173,2382081
2020-08-18,393.618,377.471,372.077,363.509,2483833
2020-08-19,382.233,362.524,343.349,328.145,3944281
2020-08-20,344.06,338.089,346.734,335.663,2507216
2020-08-21,347.699,331.313,342.434,325.565,1829377
2020-08-24,352.262,331.792,342.123,321.87,1635324
2020-08-25,339.298,319.365,330.444,316.936,1381565
2020-08-26,341.14,331.377,332.474,330.221,1836882
2020-08-27,366.261,344.981,331.635,321.895,2496370
2020-08-28,363.457,341.563,360.429,341.787,1941569
2020-08-31,372.598,349.114,367.148,346.89,1460910
2020-09-01,380.717,360.804,365.54,342.703,1544659
2020-09-02,362.539,335.451,350.572,331.41,1685785
2020-09-03,352.672,329.848,334.038,320.331,1712052
2020-09-04,340.194,325.407,333.739,327.947,1640507
2020-09-08,337.441,327.726,333.705,317.89,1944028
2020-09-09,355.054,332.413,348.725,332.672,1057282
2020-09-10,363.666,337.588,354.15,327.506,1192347
2020-09-11,356.062,335.848,351.021,327.656,936422
2020-09-14,359.49,336.037,361.033,342.777,1362994
2020-09-15,363.535,344.918,351.594,334.563,1064840
2020-09-16,368.889,338.877,353.212,337.109,1801194
2020-09-17,351.96,331.886,344.743,332.662,1218099
2020-09-18,358.227,335.925,350.03,331.987,1405772
2020-09-21,338.279,312.313,311.294,306.956,2685547
2020-09-22,330.558,306.343,326.728,305.905,1047897
2020-09-23,320.405,293.469,295.379,279.84,2798812
2020-09-24,294.308,282.166,296.382,282.27,1643501
2020-09-25,298.394,279.099,290.242,278.885,838081
2020-09-28,304.976,288.346,306.283,289.691,873984
2020-09-29,314.586,301.8,313.036,295.614,1183411
2020-09-30,319.909,295.111,311.695,292.583,1137129
2020-10-01,326.788,302.075,319.172,299.107,1435470
2020-10-02,326.068,304.917,327.544,298.892,975616
2020-10-05,328.491,313.832,331.589,303.549,813539
2020-10-06,342.013,309.439,317.663,289.554,1118660
2020-10-07,316.126,294.409,309.288,289.307,803257
2020-10-08,324.1,294.066,314.772,298.729,729022
2020-10-09,341.185,317.344,333.961,322.859,2394135
2020-10-12,345.062,315.241,337.837,315.729,440867
2020-10-13,328.353,300.354,319.151,294.914,1055370
2020-10-14,329.891,308.42,325.505,298.404,1265230
2020-10-15,322.925,299.467,319.316,309.607,812230
2020-10-16,334.308,305.04,318.899,303.341,894538
2020-10-19,333.097,302.407,322.041,303.636,718256
2020-10-20,328.091,305.715,326.086,302.294,846163
2020-10-21,335.419,316.407,336.829,314.658,944971
2020-10-22,328.573,301.343,316.179,307.601,1080215
2020-10-23,327.243,300.607,320.438,303.621,668866
2020-10-26,332.744,301.976,321.71,299.397,549155
2020-10-27,327.263,308.605,329.451,305.171,662739
2020-10-28,310.874,290.418,303.56,287.593,1718352
2020-10-29,299.057,284.251,304.572,277.752,1156676
2020-10-30,315.027,294.933,311.113,285.777,958356
2020-11-02,317.888,299.271,320.618,294.015,806645
2020-11-03,327.049,302.034,318.993,301.076,948199
2020-11-04,330.072,307.147,314.98,308.837,1555867
2020-11-05,341.803,336.445,347.053,331.681,2458718
2020-11-06,356.623,334.765,347.076,333.147,1402236
2020-11-09,309.095,287.314,288.223,275.957,4784976
2020-11-10,319.241,288.846,308.733,281.518,1669519
2020-11-11,299.974,278.702,293.566,274.038,1209280
2020-11-12,306.41,284.236,305.154,284.285,844729
2020-11-13,323.632,290.731,314.537,292.674,748624
2020-11-16,322.524,290.582,313.486,289.85,1091115
2020-11-17,320.489,288.896,310.906,287.778,1074718
2020-11-18,306.594,284.218,303.725,278.609,946718
2020-11-19,293.311,279.355,297.623,281.955,899901
2020-11-20,312.651,288.468,304.027,280.109,771171
2020-11-23,300.531,273.502,277.151,263.157,2297307
2020-11-24,259.263,237.119,261.546,240.857,3027447
2020-11-25,266.638,242.378,259.961,245.243,1403072
2020-11-27,246.418,224.798,245.986,233.923,1525443
2020-11-30,248.62,226.311,238.069,221.784,1892768
2020-12-01,271.901,240.018,260.644,242.804,1963901
2020-12-02,272.706,258.139,267.086,257.097,1275050
2020-12-03,288.783,261.422,270.682,259.509,1408806
2020-12-04,288.064,264.407,275.893,260.214,1362043
2020-12-07,284.504,279.964,289.194,279.634,1499982
2020-12-08,301.24,284.994,301.857,283.519,697854
2020-12-09,298.384,271.384,272.454,260.131,1551904
2020-12-10,284.879,268.084,279.938,259.449,823941
2020-12-11,283.195,264.971,285.034,257.695,650841
2020-12-14,280.544,254.122,274.624,252.129,988276
2020-12-15,287.313,273.289,291.997,270.227,801363
2020-12-16,295.61,279.262,283.687,281.763,1078534
2020-12-17,316.83,292.813,316.7,292.419,1327764
2020-12-18,316.388,284.511,310.468,291.067,838706
2020-12-21,307.057,286.98,310.213,288.254,1040486
2020-12-22,314.933,283.9,298.301,275.327,1266061
2020-12-23,307.305,285.336,306.458,287.414,763966
2020-12-24,308.531,286.067,307.801,291.266,246077
2020-12-28,315.061,297.589,309.298,279.916,955624
2020-12-29,306.866,284.197,306.521,286.383,666029
2020-12-30,316.456,298.372,307.237,300.473,672561
2020-12-31,320.838,295.748,316.393,297.291,965539
2021-01-04,349.493,321.025,337.723,328.544,2180970
2021-01-05,355.227,333.386,348.638,328.783,1822801
2021-01-06,347.37,324.742,327.506,306.774,2824024
2021-01-07,332.261,307.287,325.983,304.804,833239
2021-01-08,315.707,292.856,281.741,268.234,3859236
2021-01-11,279.984,265.762,276.118,269.362,1129476
2021-01-12,292.347,273.715,280.614,273.343,1370345
2021-01-13,289.413,268.594,283.397,263.14,2110825
2021-01-14,292.393,269.19,285.822,262.413,2026267
2021-01-15,289.249,263.286,274.518,250.807,2458635
2021-01-19,284.505,263.851,281.452,264.141,897537
2021-01-20,293.392,281.448,294.01,276.116,1240849
2021-01-21,307.418,282.472,294.631,284.718,868660
2021-01-22,283.415,266.115,279.037,274.166,875215
2021-01-25,297.562,277.582,287.646,270.784,680356
2021-01-26,297.926,268.922,288.052,269.77,431601
2021-01-27,286.199,260.719,277.208,258.013,1229173
2021-01-28,301.319,277.082,277.568,264.728,1323362
2021-01-29,305.648,277.961,280.852,260.292,1597077
2021-02-01,305.172,281.106,292.638,272.353,1194077
2021-02-02,282.876,262.86,280.495,260.792,870111
2021-02-03,289.598,256.686,280.727,257.321,473653
2021-02-04,254.014,232.133,244.495,230.809,2067417
2021-02-05,266.318,238.496,255.115,246.844,754329
2021-02-08,286.953,257.948,282.175,254.64,810944
2021-02-09,282.515,259.46,283.726,259.944,580509
2021-02-10,289.517,263.731,279.462,264.192,736399
2021-02-11,282.265,265.623,275.296,257.096,725015
2021-02-12,270.644,252.092,266.41,244.446,707441
2021-02-16,254.656,245.753,256.26,232.817,2230724
2021-02-17,250.583,219.927,240.966,221.002,1641680
2021-02-18,248.877,220.182,238.539,223.15,988469
2021-02-19,245.886,227.779,247.86,225.536,1070492
2021-02-22,259.235,242.135,250.668,235.791,1428787
2021-02-23,269.112,238.156,251.995,239.64,1109823
2021-02-24,254.669,233.586,247.396,235.94,1140239
2021-02-25,247.78,225.283,235.977,216.493,2455804
2021-02-26,231.536,211.919,201.195,188.397,3788343
2021-03-01,225.306,196.673,209.781,191.17,2014075
2021-03-02,214.761,189.308,206.129,194.742,1665456
2021-03-03,208.923,180.728,198.846,179.106,1884076
2021-03-04,201.628,188.805,190.109,167.178,2013030
2021-03-05,197.507,169.224,189.575,173.511,1785902
2021-03-08,195.292,166.817,175.094,160.081,1763768
2021-03-09,202.094,184.315,205.152,178.449,1436681
2021-03-10,205.722,189.117,200.269,184.992,1013803
2021-03-11,207.889,188.973,205.35,183.592,813658
2021-03-12,197.935,181.289,190.878,186.291,1102653
2021-03-15,215.229,191.773,204.233,194.799,1067917
2021-03-16,213.647,199.41,206.267,191.541,976126
2021-03-17,212.44,198.094,206.218,195.485,1828998
2021-03-18,210.859,194.787,203.607,190.424,1116165
2021-03-19,214.238,198.29,219.935,202.448,817630
2021-03-22,213.759,192.417,209.529,195.526,503706
2021-03-23,216.214,195.398,205.523,193.114,686988
2021-03-24,220.807,192.09,211.938,194.476,711896
2021-03-25,218.98,197.031,212.505,184.977,1073065
2021-03-26,214.862,188.115,208.142,191.247,687110
2021-03-29,207.04,184.648,193.038,178.478,1103465
2021-03-30,187.371,159.404,184.467,155.018,1087787
2021-03-31,189.555,174.621,183.941,175.093,1455825
2021-04-01,215.655,191.921,210.245,189.635,841356
2021-04-05,215.886,187.377,203.852,190.763,723643
2021-04-06,219.438,198.731,219.211,193.885,778563
2021-04-07,215.148,199.706,213.567,191.189,549500
2021-04-08,232.201,208.906,228.444,204.023,744475
2021-04-09,214.831,197.518,216.616,202.576,755414
2021-04-12,219.988,195.622,211.366,192.133,483626
2021-04-13,221.072,204.322,222.138,199.627,875232
2021-04-14,223.742,195.068,215.632,194.802,756200
2021-04-15,228.416,218.047,223.8,215.714,1115433
2021-04-16,242.014,222.311,240.636,221.069,1384523
2021-04-19,237.45,212.988,235.637,212.1,635102
2021-04-20,234.196,223.502,238.963,221.807,781885
2021-04-21,253.4,228.977,246.245,235.749,1091457
2021-04-22,251.355,220.37,243.547,222.227,1002544
2021-04-23,246.122,226.191,235.454,217.47,846277
2021-04-26,241.063,218.921,238.763,223.39,503518
2021-04-27,252.513,225.091,237.3,216.533,601905
2021-04-28,242.524,219.555,239.832,218.909,801780
2021-04-29,242.718,219.488,230.482,219.985,1186879
2021-04-30,237.467,218.818,229.786,215.972,693789
2021-05-03,256.387,235.106,246.777,228.375,1175821
2021-05-04,257.232,232.307,234.306,224.334,1385985
2021-05-05,242.976,222.253,244.244,226.037,148983
2021-05-06,253.955,241.344,253.756,246.43,1956283
2021-05-07,279.627,259.359,275.471,259.574,2170288
2021-05-10,285.507,263.879,277.352,262.549,1052768
2021-05-11,268.213,255.163,266.393,259.195,1119093
2021-05-12,274.326,256.491,267.706,248.726,1809273
2021-05-13,269.794,246.741,264.415,249.654,1048162
2021-05-14,281.732,262.477,280.905,265.899,1343107
2021-05-17,289.717,278.011,293.06,275.007,1688991
2021-05-18,308.567,280.725,298.361,275.932,920979
2021-05-19,306.742,289.264,296.177,281.282,3264828
2021-05-20,301.563,281.985,304.246,287.005,1334675
2021-05-21,310.471,292.861,299.286,285.75,1001929
2021-05-24,311.001,287.34,308.608,289.786,588715
2021-05-25,312.088,300.461,308.275,300.795,1186110
2021-05-26,325.205,299.872,314.347,292.227,1127602
2021-05-27,319.909,292.539,318.182,294.917,1037877
2021-05-28,323.195,302.395,320.749,297.451,1397204
2021-06-01,327.754,301.224,318.976,298.795,1229275
2021-06-02,323.247,299.287,318.096,302.437,755204
2021-06-03,312.656,281.651,301.234,280.433,1392641
2021-06-04,313.361,288.052,307.923,297.109,1074374
2021-06-07,317.984,295.45,314.65,297.894,1003465
2021-06-08,316.898,290.66,311.725,291.208,644041
2021-06-09,317.392,290.843,316.5,291.446,722823
2021-06-10,315.382,294.983,307.969,299.712,1396342
2021-06-11,309.307,285.263,306.021,286.841,987250
2021-06-14,286.596,276.519,288.277,277.716,980670
2021-06-15,300.626,278.095,292.157,267.016,990995
2021-06-16,296.209,267.588,278.325,247.231,2586031
2021-06-17,244.333,224.518,235.751,215.194,4388939
2021-06-18,243.46,219.913,227.769,214.386,2421443
2021-06-21,240.148,220.205,244.771,225.959,1063887
2021-06-22,242.726,219.972,242.117,217.299,868818
2021-06-23,248.081,223.846,242.749,217.187,1089507
2021-06-24,250.012,223.717,244.691,221.553,863862
2021-06-25,251.048,227.954,245.487,222.709,931108
2021-06-28,249.842,220.329,242.854,217.889,789249
2021-06-29,234.878,209.674,224.527,206.399,975619
2021-06-30,236.44,216.579,231.877,212.53,1071735
2021-07-01,248.033,220.461,236.736,223.0,905791
2021-07-02,248.2,225.123,243.204,225.875,1010716
2021-07-06,263.28,244.169,251.658,229.841,1022660
2021-07-07,258.506,239.324,253.838,234.215,856472
2021-07-08,271.683,237.464,249.068,239.41,941607
2021-07-09,262.775,239.019,253.477,240.022,460932
2021-07-12,262.712,237.29,255.337,239.721,892025
2021-07-13,270.267,241.009,261.315,241.142,820234
2021-07-14,274.6,244.682,266.389,247.928,1164646
2021-07-15,278.219,248.456,271.193,252.912,725934
2021-07-16,271.647,252.524,258.669,240.207,1328892
2021-07-19,268.028,238.496,262.221,243.503,788669
2021-07-20,268.492,245.685,259.616,239.132,764647
2021-07-21,257.638,232.508,256.601,238.039,427656
2021-07-22,254.357,235.095,251.021,234.387,465079
2021-07-23,262.682,232.193,248.935,235.861,695325
2021-07-26,258.082,230.599,253.057,227.09,510133
2021-07-27,261.394,239.183,250.63,229.46,712805
2021-07-28,254.122,234.857,248.337,236.532,983228
2021-07-29,273.387,251.312,268.162,247.53,1052154
2021-07-30,277.384,248.841,265.57,241.028,941085
