Date,High,Low,Open,Close,Volume,Adj Close
2019-10-01,140.19000244140625,137.8000030517578,138.07000732421875,139.6300048828125,12476200,139.6300048828125
2019-10-02,141.8800048828125,140.4600067138672,140.7899932861328,141.25999450683594,11914300,141.25999450683594
2019-10-03,143.25,141.2899932861328,141.36000061035156,141.89999389648438,12396100,141.89999389648438
2019-10-04,142.30999755859375,141.13999938964844,141.47999572753906,141.89999389648438,9651000,141.89999389648438
2019-10-07,141.77000427246094,140.24000549316406,141.16000366210938,140.69000244140625,6127200,140.69000244140625
2019-10-08,142.2899932861328,141.1699981689453,142.02999877929688,141.9199981689453,10428900,141.9199981689453
2019-10-09,142.5800018310547,141.6199951171875,142.16000366210938,142.0500030517578,6927700,142.0500030517578
2019-10-10,141.66000366210938,140.5800018310547,141.58999633789062,140.80999755859375,9301700,140.80999755859375
2019-10-11,140.19000244140625,138.91000366210938,139.97000122070312,140.02999877929688,11333400,140.02999877929688
2019-10-14,140.82000732421875,140.33999633789062,140.4499969482422,140.58999633789062,4006700,140.58999633789062
2019-10-15,140.3000030517578,139.2100067138672,140.27000427246094,139.61000061035156,9128300,139.61000061035156
2019-10-16,140.52999877929688,139.6999969482422,140.13999938964844,140.41000366210938,10330300,140.41000366210938
2019-10-17,141.1199951171875,140.4199981689453,140.5,140.61000061035156,6131000,140.61000061035156
2019-10-18,140.7100067138672,140.32000732421875,140.5,140.4600067138672,6416100,140.4600067138672
2019-10-21,140.75999450683594,139.60000610351562,140.72000122070312,139.7899932861328,8306200,139.7899932861328
2019-10-22,140.3000030517578,139.72000122070312,140.1300048828125,140.1999969482422,3879700,140.1999969482422
2019-10-23,141.0,140.5,140.58999633789062,140.52999877929688,4155300,140.52999877929688
2019-10-24,141.74000549316406,140.92999267578125,141.02000427246094,141.52999877929688,6174800,141.52999877929688
2019-10-25,142.8300018310547,141.39999389648438,142.7899932861328,141.86000061035156,6011500,141.86000061035156
2019-10-28,141.25,140.39999389648438,141.25,140.63999938964844,5442000,140.63999938964844
2019-10-29,140.6300048828125,139.77999877929688,140.0,140.25,3835400,140.25
2019-10-30,141.0399932861328,139.5500030517578,140.5399932861328,141.02000427246094,6992900,141.02000427246094
2019-10-31,142.69000244140625,141.88999938964844,141.97999572753906,142.42999267578125,7050900,142.42999267578125
2019-11-01,142.89999389648438,142.00999450683594,142.2100067138672,142.55999755859375,8090000,142.55999755859375
2019-11-04,142.4499969482422,141.74000549316406,142.25999450683594,142.14999389648438,4740300,142.14999389648438
2019-11-05,140.88999938964844,139.3800048828125,140.64999389648438,139.85000610351562,11782300,139.85000610351562
2019-11-06,140.7899932861328,140.0,140.1199951171875,140.4499969482422,6416500,140.4499969482422
2019-11-07,140.1999969482422,137.60000610351562,140.11000061035156,138.27000427246094,15214200,138.27000427246094
2019-11-08,138.3300018310547,137.38999938964844,137.72999572753906,137.38999938964844,10377400,137.38999938964844
2019-11-11,137.7899932861328,136.44000244140625,137.61000061035156,137.05999755859375,7037300,137.05999755859375
2019-11-12,137.58999633789062,136.19000244140625,137.02999877929688,137.42999267578125,6448600,137.42999267578125
2019-11-13,138.22000122070312,137.63999938964844,137.8000030517578,137.97999572753906,8776000,137.97999572753906
2019-11-14,138.94000244140625,137.8699951171875,138.38999938964844,138.55999755859375,5220500,138.55999755859375
2019-11-15,138.4199981689453,137.97000122070312,138.02999877929688,138.2100067138672,10106700,138.2100067138672
2019-11-18,138.85000610351562,138.3000030517578,138.44000244140625,138.6199951171875,5717900,138.6199951171875
2019-11-19,138.97000122070312,138.1300048828125,138.1300048828125,138.69000244140625,4824400,138.69000244140625
2019-11-20,139.0,138.10000610351562,138.52999877929688,138.75999450683594,6892100,138.75999450683594
2019-11-21,138.55999755859375,137.77000427246094,138.38999938964844,138.0,4197200,138.0
2019-11-22,138.4600067138672,137.66000366210938,138.3699951171875,137.74000549316406,3620300,137.74000549316406
2019-11-25,137.6199951171875,136.99000549316406,137.32000732421875,137.0800018310547,6415800,137.0800018310547
2019-11-26,137.8000030517578,136.5800018310547,136.97999572753906,137.74000549316406,4724400,137.74000549316406
2019-11-27,137.2100067138672,136.8300018310547,137.02999877929688,137.00999450683594,4111000,137.00999450683594
2019-11-29,138.1300048828125,137.0800018310547,137.10000610351562,137.86000061035156,4516400,137.86000061035156
2019-12-02,138.08999633789062,137.3000030517578,137.32000732421875,137.7899932861328,8274700,137.7899932861328
2019-12-03,139.57000732421875,138.97000122070312,139.0399932861328,139.11000061035156,8481700,139.11000061035156
2019-12-04,139.1699981689453,138.58999633789062,139.16000366210938,138.9199981689453,6322300,138.9199981689453
2019-12-05,139.4499969482422,138.7899932861328,138.8000030517578,139.0,5671500,139.0
2019-12-06,137.8300018310547,137.39999389648438,137.75999450683594,137.6199951171875,8714500,137.6199951171875
2019-12-09,137.80999755859375,137.4499969482422,137.8000030517578,137.5800018310547,2711600,137.5800018310547
2019-12-10,138.3300018310547,137.74000549316406,138.25,137.97000122070312,3240800,137.97000122070312
